recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max
cf568dfc0,16,4,29.4773,3093.75,31.312,4593.75
49b80ec61,16,4,24.2667,3093.75,26.1013,4593.75
e6de52902,16,4,40.48,3093.75,42.3147,4593.75
710537df8,16,4,32.7093,3093.75,34.544,4593.75
bf964d1fa,16,4,56.0533,3093.75,57.888,4593.75
f5889157c,16,4,53.04,3093.75,54.8747,4593.75
03b96f209,16,4,49.632,3093.75,51.4667,4593.75
7476d961f,16,4,18.48,3093.75,20.3147,4593.75
4e5702ed7,16,4,21.824,3093.75,23.6587,4593.75
e9622376a,16,4,30.5707,3093.75,32.4053,4593.75
1a3993962,16,4,48.144,3093.75,49.9787,4593.75
f33a1793f,16,4,8.3147,3093.75,10.1493,4593.75
03b96f209,16,4,30.9333,3093.75,32.768,4593.75
5816c1336,16,4,4.864,3093.75,6.6987,4593.75
2f40810b2,16,4,45.9573,3093.75,47.792,4593.75
9e242fe66,16,4,30.96,3093.75,32.7947,4593.75
08db743d0,16,4,38.3787,3093.75,40.2133,4593.75
306f98294,19,1,10.2933,281.25,11.8453,2812.5
6c660a505,19,1,51.7707,281.25,53.3227,2812.5
b8d1e4865,19,1,43.216,281.25,44.768,2812.5
27c78408d,19,1,14.128,281.25,15.68,2812.5
c6e411c90,19,1,55.7653,281.25,57.3173,2812.5
bb854bd6e,19,1,36.4853,281.25,38.0373,2812.5
a66546dfd,19,1,38.0373,281.25,39.5893,2812.5
a2a211fa8,19,1,17.7653,281.25,19.3173,2812.5
7ad715d6d,19,1,41.552,281.25,43.104,2812.5
e23e84994,19,1,56.656,281.25,58.208,2812.5
f3f82b897,19,1,51.7013,281.25,53.2533,2812.5
5debe8941,19,1,46.4533,281.25,48.0053,2812.5
69ea6d76b,19,1,30.9333,281.25,32.4853,2812.5
c9dd4934b,19,1,29.376,281.25,30.928,2812.5
7cc6d509a,19,1,30.3947,281.25,31.9467,2812.5
f3f82b897,19,1,53.7227,281.25,55.2747,2812.5
0a350d11c,19,1,11.5253,281.25,13.0773,2812.5
6c246167d,19,1,3.12,281.25,4.672,2812.5
400b7210c,19,1,46.624,281.25,48.176,2812.5
ab5e71344,19,1,31.4827,281.25,33.0347,2812.5
27b26fe5d,19,1,55.104,281.25,56.656,2812.5
04975ecd8,19,1,54.384,281.25,55.936,2812.5
e71d72805,19,1,50.224,281.25,51.776,2812.5
c721d69de,19,1,0.6507,281.25,2.2027,2812.5
6d5f5e052,19,1,36.9013,281.25,38.4533,2812.5
87b64a134,19,1,34.048,281.25,35.6,2812.5
5609ef334,19,1,52.016,281.25,53.568,2812.5
cfdd68da2,19,1,7.744,281.25,9.296,2812.5
1545e29b3,19,1,0.1387,281.25,1.6907,2812.5
afaa8d38f,19,1,52.0053,281.25,53.5573,2812.5
71cf9646b,19,1,28.2347,281.25,29.7867,2812.5
534db172e,19,1,34.1013,281.25,35.6533,2812.5
ee80e2415,3,1,55.0827,1031.25,55.824,2812.5
534b6a4a0,3,1,8.8747,1031.25,9.616,2812.5
581d07559,3,1,9.4293,1031.25,10.1707,2812.5
6351581d6,3,1,53.5733,1031.25,54.3147,2812.5
288e5d13f,3,1,14.3893,1031.25,15.1307,2812.5
aedfcfe60,3,1,11.1627,1031.25,11.904,2812.5
73f2ff0fd,3,1,30.8907,1031.25,31.632,2812.5
5b54af5a2,3,1,20.4213,1031.25,21.1627,2812.5
368be0579,3,1,55.232,1031.25,55.9733,2812.5
14f6cbe5c,3,1,53.6,1031.25,54.3413,2812.5
29127020a,3,1,25.12,1031.25,25.8613,2812.5
aefd0f061,3,1,11.2373,1031.25,11.9787,2812.5
5280a7fe9,3,1,46.48,1031.25,47.2213,2812.5
e7bc335fa,3,1,6.4907,1031.25,7.232,2812.5
6102fb9d6,3,1,12.752,1031.25,13.4933,2812.5
807efd6bb,3,1,52.4427,1031.25,53.184,2812.5
06c44d203,3,1,1.28,1031.25,2.0213,2812.5
7ada8c4da,3,1,16.4267,1031.25,17.168,2812.5
2bcddf9a5,3,1,20.976,1031.25,21.7173,2812.5
c91cae4aa,3,1,33.344,1031.25,34.0853,2812.5
8a99905ac,3,1,43.152,1031.25,43.8933,2812.5
c5503ce7b,3,1,7.472,1031.25,8.2133,2812.5
2322ec1d3,3,1,59.2533,1031.25,59.9947,2812.5
ae210f726,3,1,44.1333,1031.25,44.8747,2812.5
cc2c48fd7,3,1,20.2347,1031.25,20.976,2812.5
8b237e9eb,3,1,20.0747,1031.25,20.816,2812.5
6c4ce1cf2,3,1,11.4773,1031.25,12.2187,2812.5
163e86660,3,1,58.064,1031.25,58.8053,2812.5
0eb2079ea,3,1,5.5893,1031.25,6.3307,2812.5
db3cdbf35,3,1,50.704,1031.25,51.4453,2812.5
5877cea08,3,1,53.0773,1031.25,53.8187,2812.5
cf867adcc,3,1,11.7173,1031.25,12.4587,2812.5
bf9f90405,2,1,7.7067,468.75,9.4827,3000.0
3a1293df5,2,1,31.0453,468.75,32.8213,3000.0
100e4ddc9,2,1,1.2853,468.75,3.0613,3000.0
6a6af3c63,2,1,40.304,468.75,42.08,3000.0
944edda33,2,1,43.7867,468.75,45.5627,3000.0
daa57db65,2,1,54.72,468.75,56.496,3000.0
9cccd9345,2,1,54.1973,468.75,55.9733,3000.0
41829d963,2,1,4.2933,468.75,6.0693,3000.0
c350c0f9f,2,1,49.2107,468.75,50.9867,3000.0
41829d963,2,1,0.656,468.75,2.432,3000.0
b62b5a988,2,1,50.096,468.75,51.872,3000.0
0e034f968,2,1,1.8933,468.75,3.6693,3000.0
160b70831,2,1,1.9413,468.75,3.7173,3000.0
2eb098e76,2,1,24.9653,468.75,26.7413,3000.0
c3ed6269b,2,1,48.672,468.75,50.448,3000.0
0e2e4ac19,2,1,44.56,468.75,46.336,3000.0
2dc763e67,2,1,15.7707,468.75,17.5467,3000.0
c4a74dcf1,2,1,51.9413,468.75,53.7173,3000.0
d2cb96229,2,1,23.8507,468.75,25.6267,3000.0
b12e80061,2,1,18.848,468.75,20.624,3000.0
2dc763e67,2,1,6.2987,468.75,8.0747,3000.0
1fb94ae60,2,1,48.2453,468.75,50.0213,3000.0
287bf77ec,2,1,12.1813,468.75,13.9573,3000.0
ed38c48b8,2,1,39.6853,468.75,41.4613,3000.0
d6c75de73,2,1,41.9093,468.75,43.6853,3000.0
a92850ccd,2,1,53.744,468.75,55.52,3000.0
2dc763e67,2,1,26.1493,468.75,27.9253,3000.0
c2143392b,2,1,48.1867,468.75,49.9627,3000.0
2eb098e76,2,1,20.8693,468.75,22.6453,3000.0
05b9c974c,2,1,31.984,468.75,33.76,3000.0
43d34d63c,2,1,9.9627,468.75,11.7387,3000.0
287bf77ec,2,1,8.832,468.75,10.608,3000.0
20801bb7d,4,1,1.9093,2343.75,3.7653,4218.75
4e90ab2fb,4,1,53.0027,2343.75,54.8587,4218.75
7f8fab554,4,1,14.24,2343.75,16.096,4218.75
ec1255787,4,1,29.936,2343.75,31.792,4218.75
e42215aa0,4,1,1.392,2343.75,3.248,4218.75
819afd877,4,1,36.32,2343.75,38.176,4218.75
2ed5af143,4,1,57.792,2343.75,59.648,4218.75
af15de055,4,1,54.3467,2531.25,56.5333,4031.25
8e0f816f1,4,1,42.848,2343.75,44.704,4218.75
e6622a3c9,4,1,30.4213,2343.75,32.2773,4218.75
8a63ca713,4,1,51.808,2531.25,53.9947,4031.25
787c0db92,4,1,39.5733,2531.25,41.76,4031.25
fea6b438a,4,1,43.5787,2531.25,45.7653,4031.25
f2c52223a,4,1,6.4853,2343.75,8.3413,4218.75
7403b8dde,4,1,5.1413,2343.75,6.9973,4218.75
e7847849b,4,1,0.0267,2343.75,1.8827,4218.75
477e497db,4,1,49.728,2343.75,51.584,4218.75
abbef468c,4,1,30.4853,2343.75,32.3413,4218.75
399e17911,4,1,17.6373,2343.75,19.4933,4218.75
7f9246130,4,1,0.5173,2343.75,2.3733,4218.75
2ef429016,4,1,38.7787,2343.75,40.6347,4218.75
a5034a8b3,4,1,39.5733,2531.25,41.76,4031.25
7f6df469c,4,1,44.288,2531.25,46.4747,4031.25
4b406a1bc,4,1,10.7627,2343.75,12.6187,4218.75
79b28cad5,4,1,57.7013,2343.75,59.5573,4218.75
addfd4f67,4,1,9.456,2343.75,11.312,4218.75
bb00d418c,4,1,15.5733,2343.75,17.4293,4218.75
b2ea74670,4,1,9.616,2343.75,11.472,4218.75
db13dd765,4,1,22.816,2343.75,24.672,4218.75
a17b9af5d,4,1,9.7387,2343.75,11.5947,4218.75
d29f0ca6d,4,1,33.344,2531.25,35.5307,4031.25
f2d7b8ed8,4,1,52.7627,2531.25,54.9493,4031.25
5493f3b1a,22,1,12.1813,10687.5,13.7867,13687.5
8f8e4f3e2,22,1,12.1173,10687.5,13.7227,13687.5
3508bf762,22,1,17.8027,10687.5,19.408,13687.5
5e8c07a8e,22,1,21.8667,10687.5,23.472,13687.5
82d59d24d,22,1,29.568,10687.5,31.1733,13687.5
a2045d15d,22,1,49.1093,10687.5,50.7147,13687.5
09315d9bf,22,1,49.696,10687.5,51.3013,13687.5
aebf55c7c,22,1,13.2053,10687.5,14.8107,13687.5
e9255d07c,22,1,17.0987,10687.5,18.704,13687.5
3d28b6a6b,22,1,47.4613,10687.5,49.0667,13687.5
6d6ba3db7,22,1,42.9547,10687.5,44.56,13687.5
35a7c2277,22,1,16.3307,10687.5,17.936,13687.5
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5
916eb2a00,22,1,0.6507,10687.5,2.256,13687.5
28d37d1de,22,1,35.8347,10687.5,37.44,13687.5
3fa666880,22,1,55.5733,10687.5,57.1787,13687.5
cde5fd6be,22,1,42.672,10687.5,44.2773,13687.5
f1aa1c855,22,1,5.2907,10687.5,6.896,13687.5
48a77f450,22,1,52.3573,10687.5,53.9627,13687.5
22eaad9ca,22,1,52.4,10687.5,54.0053,13687.5
c6a2c0e7c,22,1,21.2107,10687.5,22.816,13687.5
7a9d46229,22,1,15.5093,10687.5,17.1147,13687.5
ed2f84e75,22,1,19.888,10687.5,21.4933,13687.5
d1229a222,22,1,49.4507,10687.5,51.056,13687.5
c7918c0f8,22,1,38.7413,10687.5,40.3467,13687.5
1bc8c196e,22,1,4.5973,10687.5,6.2027,13687.5
de3737c21,22,1,54.4,10687.5,56.0053,13687.5
bffdcd085,22,1,10.8693,10687.5,12.4747,13687.5
68f7d8362,22,1,38.384,10687.5,39.9893,13687.5
69173294f,22,1,40.3467,10687.5,41.952,13687.5
e7dfc5c5f,22,1,38.048,10687.5,39.6533,13687.5
2e7bc0749,22,1,23.9093,10687.5,25.5147,13687.5
247aeccaf,9,1,19.7227,843.75,23.2853,5718.75
4a0ca83ec,9,1,20.832,1125.0,23.6373,5250.0
dee541308,9,1,38.5973,1125.0,41.4027,5250.0
1535d0c9b,9,1,4.6507,843.75,8.2133,5718.75
c245b2295,9,1,50.3573,843.75,53.92,5718.75
aacebff62,9,1,25.8933,843.75,29.456,5718.75
12ec1d4cb,9,1,24.112,1125.0,26.9173,5250.0
f7466aeeb,9,1,34.352,843.75,37.9147,5718.75
e666beee8,9,1,44.0853,1125.0,46.8907,5250.0
738e4dcb5,9,1,53.2747,843.75,56.8373,5718.75
5f8eecc9e,9,1,48.5547,1125.0,51.36,5250.0
3b0e345fc,9,1,51.8027,843.75,55.3653,5718.75
891822ace,9,1,51.728,843.75,55.2907,5718.75
a82f931d1,9,1,8.6667,1125.0,11.472,5250.0
596463649,9,1,2.384,843.75,5.9467,5718.75
9369b4be6,9,1,29.9413,843.75,33.504,5718.75
b01abd3b2,9,1,32.9173,843.75,36.48,5718.75
2fc2eca0c,9,1,52.9333,1125.0,55.7387,5250.0
f851b9605,9,1,51.7493,843.75,55.312,5718.75
afa49cbeb,9,1,1.6213,843.75,5.184,5718.75
76b4b3f7f,9,1,55.44,843.75,59.0027,5718.75
84d2746ce,9,1,56.1813,1125.0,58.9867,5250.0
5d606b7a3,9,1,10.2933,843.75,13.856,5718.75
5f8eecc9e,9,1,54.944,1125.0,57.7493,5250.0
0ab6aa734,9,1,49.4773,843.75,53.04,5718.75
2e6758f3e,9,1,51.4507,1125.0,54.256,5250.0
349095631,9,1,16.2293,843.75,19.792,5718.75
c12e0a62b,9,1,14.9653,1125.0,17.7707,5250.0
774d13e9c,9,1,39.04,843.75,42.6027,5718.75
a691e3d90,9,1,39.952,843.75,43.5147,5718.75
5d7e9091c,9,1,7.4453,843.75,11.008,5718.75
1375a05d1,21,1,28.1493,3281.25,29.2427,4125.0
e65e42310,21,1,36.9173,3281.25,38.0107,4125.0
8f0f2528a,21,1,7.392,3281.25,8.4853,4125.0
352bc8d36,21,1,2.256,3281.25,3.3493,4125.0
82a813386,21,1,2.1333,3281.25,3.2267,4125.0
3dc230571,21,1,19.9893,3281.25,21.0827,4125.0
9d2bf51ce,21,1,54.4907,3281.25,55.584,4125.0
bc18e6dba,21,1,5.1253,3281.25,6.2187,4125.0
60b260508,21,1,53.6053,3281.25,54.6987,4125.0
4874059ad,21,1,58.1013,3281.25,59.1947,4125.0
304b4b5fd,21,1,0.9013,3281.25,1.9947,4125.0
3ca3a1b6a,21,1,21.3547,3281.25,22.448,4125.0
fba69b00a,21,1,36.5653,3281.25,37.6587,4125.0
80590e499,21,1,7.4933,3281.25,8.5867,4125.0
77299bde7,21,1,42.3787,3281.25,43.472,4125.0
76bcc78f1,21,1,1.376,3281.25,2.4693,4125.0
af1d7ef13,21,1,50.8533,3281.25,51.9467,4125.0
a1ef2a84f,21,1,47.7013,3281.25,48.7947,4125.0
dd46cb7e9,21,1,50.144,3281.25,51.2373,4125.0
908290ae2,21,1,11.6533,3281.25,12.7467,4125.0
3d2b1c860,21,1,47.4773,3281.25,48.5707,4125.0
b62292f65,21,1,34.9067,3281.25,36.0,4125.0
fc6c3b488,21,1,42.3467,3281.25,43.44,4125.0
bae8eb497,21,1,7.7973,3281.25,8.8907,4125.0
818a1635a,21,1,13.9253,3281.25,15.0187,4125.0
6b9e3f7c6,21,1,7.6373,3281.25,8.7307,4125.0
7a396818c,21,1,48.72,3281.25,49.8133,4125.0
784eb5d7f,21,1,55.8987,3281.25,56.992,4125.0
3513db2b8,21,1,23.8827,3281.25,24.976,4125.0
68d182a12,21,1,4.8107,3281.25,5.904,4125.0
77cf1b7e3,21,1,1.376,3281.25,2.4693,4125.0
d3324f1c0,21,1,24.9973,3281.25,26.0907,4125.0
d80fab44f,20,1,50.992,2343.75,54.432,5718.75
23adb9473,20,1,51.504,2343.75,54.944,5718.75
103db6411,20,1,22.3573,1312.5,27.7387,6093.75
178b835e3,20,1,36.6453,2343.75,40.0853,5718.75
72ccf4de7,20,1,36.9813,2343.75,40.4213,5718.75
fe8ce67c3,20,1,50.8213,1312.5,56.2027,6093.75
6bf2953a8,20,1,33.296,2343.75,36.736,5718.75
ccee900dd,20,1,55.232,2343.75,58.672,5718.75
acc030d72,20,1,22.544,1312.5,27.9253,6093.75
321c09a90,20,1,56.1333,2343.75,59.5733,5718.75
cc7c17269,20,1,29.552,1312.5,34.9333,6093.75
69aacafc4,20,1,43.0347,2343.75,46.4747,5718.75
e00019499,20,1,33.1947,1312.5,38.576,6093.75
4b4c2901c,20,1,46.5493,1312.5,51.9307,6093.75
670a35128,20,1,43.8613,2343.75,47.3013,5718.75
a6610076b,20,1,35.0933,1312.5,40.4747,6093.75
5a2185b19,20,1,6.4853,2343.75,9.9253,5718.75
a64b357d4,20,1,50.7413,2343.75,54.1813,5718.75
74a117970,20,1,7.4987,1312.5,12.88,6093.75
d60157507,20,1,20.4427,1312.5,25.824,6093.75
983a13114,20,1,37.856,2343.75,41.296,5718.75
ccee900dd,20,1,25.4933,2343.75,28.9333,5718.75
81bcdeb06,20,1,36.8907,1312.5,42.272,6093.75
69aacafc4,20,1,39.824,2343.75,43.264,5718.75
d80fab44f,20,1,55.4933,2343.75,58.9333,5718.75
48fb5143f,20,1,24.4107,2343.75,27.8507,5718.75
48fb5143f,20,1,28.64,2343.75,32.08,5718.75
7c858b1f2,20,1,33.3707,1312.5,38.752,6093.75
da956248e,20,1,45.5893,1312.5,50.9707,6093.75
6bf2953a8,20,1,19.4613,2343.75,22.9013,5718.75
bc32d8c84,20,1,18.288,1312.5,23.6693,6093.75
d7a655c45,20,1,16.9173,2343.75,20.3573,5718.75
3ac6f246a,5,1,4.2987,4781.25,6.6507,10406.2
d7d49c913,5,1,46.9707,4781.25,49.3227,10406.2
ffb8d8391,5,1,14.3467,4781.25,16.6987,10406.2
606f1e495,5,1,12.6613,4781.25,15.0133,10406.2
cea56c949,5,1,14.0587,4781.25,16.4107,10406.2
58b92fcdc,5,1,15.824,4781.25,18.176,10406.2
e574b09d3,5,1,21.2,4781.25,23.552,10406.2
4c010ec47,5,1,35.2053,4781.25,37.5573,10406.2
426c11508,5,1,22.112,4781.25,24.464,10406.2
34340b225,5,1,39.872,4781.25,42.224,10406.2
1795728ba,5,1,39.568,4781.25,41.92,10406.2
22bfc5978,5,1,46.6187,4781.25,48.9707,10406.2
d14c92027,5,1,3.0827,5062.5,6.192,11250.0
590163609,5,1,0.0267,4781.25,2.3787,10406.2
7a9d46229,5,1,52.7627,4781.25,55.1147,10406.2
ec63de3ab,5,1,56.8213,4781.25,59.1733,10406.2
d817ed6ad,5,1,4.352,4781.25,6.704,10406.2
2a7ed55d4,5,1,7.3013,4781.25,9.6533,10406.2
7b79194b3,5,1,9.6,4781.25,11.952,10406.2
3aa730d19,5,1,11.5307,4781.25,13.8827,10406.2
be0356cf5,5,1,35.9893,4781.25,38.3413,10406.2
c72082616,5,1,19.792,4781.25,22.144,10406.2
cf8fbc4f1,5,1,56.1227,4781.25,58.4747,10406.2
fd7cc65e1,5,1,57.5307,4781.25,59.8827,10406.2
2a69408f6,5,1,41.376,4781.25,43.728,10406.2
35f9c5c38,5,1,38.1227,4781.25,40.4747,10406.2
b9a6e6ce4,5,1,20.9333,4781.25,23.2853,10406.2
d635637b7,5,1,20.5067,4781.25,22.8587,10406.2
f4d05c0de,5,1,42.08,4781.25,44.432,10406.2
2c2127b9e,5,1,9.808,4781.25,12.16,10406.2
a3194950c,5,1,8.7947,4781.25,11.1467,10406.2
2bcddf9a5,5,1,16.4693,4781.25,18.8213,10406.2
